"ID";"AdmArea";"Month";"Year";"TotalAmount";"Suppliers";"global_id";
"778";"Зеленоградский административный округ";"Февраль";"2021";"449586123.52";"nested data";"1146149414";
"779";"Новомосковский административный округ";"Февраль";"2021";"290755019.2";"nested data";"1146149438";
"780";"Троицкий административный округ";"Февраль";"2021";"107556170.5";"nested data";"1146149460";
"781";"Центральный административный округ";"Март";"2021";"1385675904.84";"nested data";"1146150147";
"782";"Северный административный округ";"Март";"2021";"1891026769.46";"nested data";"1146150185";
"783";"Северо-Восточный административный округ";"Март";"2021";"2135527617.76";"nested data";"1146150220";
"784";"Восточный административный округ";"Март";"2021";"2280577645.47";"nested data";"1146150288";
"785";"Юго-Восточный административный округ";"Март";"2021";"2230385371.94";"nested data";"1146150394";
"786";"Южный административный округ";"Март";"2021";"2469010690.62";"nested data";"1146150482";
"787";"Юго-Западный административный округ";"Март";"2021";"2275758935.93";"nested data";"1146150585";
"788";"Западный административный округ";"Март";"2021";"1902769423.22";"nested data";"1146150654";
"789";"Северо-Западный административный округ";"Март";"2021";"1354728032.17";"nested data";"1146150700";
"790";"Зеленоградский административный округ";"Март";"2021";"445180231.36";"nested data";"1146150803";
"791";"Новомосковский административный округ";"Март";"2021";"292733403.46";"nested data";"1146150890";
"792";"Троицкий административный округ";"Март";"2021";"107729177.23";"nested data";"1146150940";
"793";"Центральный административный округ";"Апрель";"2021";"1384333329.46";"nested data";"1146151174";
"794";"Северный административный округ";"Апрель";"2021";"1900890057.5";"nested data";"1146151568";
"795";"Северо-Восточный административный округ";"Апрель";"2021";"2145410781.38";"nested data";"1146151630";
"796";"Восточный административный округ";"Апрель";"2021";"2275251937.7";"nested data";"1146151712";
"797";"Юго-Восточный административный округ";"Апрель";"2021";"2216244380.67";"nested data";"1146151791";
"798";"Южный административный округ";"Апрель";"2021";"2450495630.95";"nested data";"1146152008";
"799";"Юго-Западный административный округ";"Апрель";"2021";"2284048940.92";"nested data";"1146152078";
"800";"Западный административный округ";"Апрель";"2021";"1899591330.47";"nested data";"1146153658";
"801";"Северо-Западный административный округ";"Апрель";"2021";"1343446678.75";"nested data";"1146153770";
"802";"Зеленоградский административный округ";"Апрель";"2021";"443311364.36";"nested data";"1146153819";
"803";"Новомосковский административный округ";"Апрель";"2021";"288840064.97";"nested data";"1146153860";
"804";"Троицкий административный округ";"Апрель";"2021";"102254789.38";"nested data";"1146154019";
"805";"Центральный административный округ";"Май";"2021";"1399711506.75";"nested data";"1146154286";
"806";"Северный административный округ";"Май";"2021";"1893622964.06";"nested data";"1146154361";
"807";"Северо-Восточный административный округ";"Май";"2021";"2149594846.99";"nested data";"1146154401";
"808";"Восточный административный округ";"Май";"2021";"2287178994.95";"nested data";"1146154442";
"809";"Юго-Восточный административный округ";"Май";"2021";"2235808605.27";"nested data";"1146154486";
"810";"Южный административный округ";"Май";"2021";"2486609468.22";"nested data";"1146154533";
"811";"Юго-Западный административный округ";"Май";"2021";"2300060080.21";"nested data";"1146154592";
"812";"Западный административный округ";"Май";"2021";"1905429546.76";"nested data";"1146154661";
"813";"Северо-Западный административный округ";"Май";"2021";"1348601684.95";"nested data";"1146154744";
"814";"Зеленоградский административный округ";"Май";"2021";"447224291.56";"nested data";"1146154831";
"815";"Новомосковский административный округ";"Май";"2021";"297576058.8";"nested data";"1146154882";
"816";"Троицкий административный округ";"Май";"2021";"93980679.26";"nested data";"1146154937";
"817";"Центральный административный округ";"Июнь";"2021";"1388763616.68";"nested data";"1146176095";
"818";"Северный административный округ";"Июнь";"2021";"1878835501.07";"nested data";"1146176170";
"819";"Северо-Восточный административный округ";"Июнь";"2021";"2146269937.53";"nested data";"1146176182";
"820";"Восточный административный округ";"Июнь";"2021";"2277154430.58";"nested data";"1146176188";
"821";"Юго-Восточный административный округ";"Июнь";"2021";"2214992757.35";"nested data";"1146176189";
"822";"Южный административный округ";"Июнь";"2021";"2482192057.64";"nested data";"1146176190";
"823";"Юго-Западный административный округ";"Июнь";"2021";"2279931654.69";"nested data";"1146176191";
"824";"Западный административный округ";"Июнь";"2021";"1894804545.3";"nested data";"1146176192";
"825";"Северо-Западный административный округ";"Июнь";"2021";"1353829567.63";"nested data";"1146176193";
"826";"Зеленоградский административный округ";"Июнь";"2021";"443874756.89";"nested data";"1146176194";
"827";"Новомосковский административный округ";"Июнь";"2021";"301901764";"nested data";"1146176195";
"828";"Троицкий административный округ";"Июнь";"2021";"78367660.7";"nested data";"1146176222";
"829";"Центральный административный округ";"Июль";"2021";"1392154989.93";"nested data";"1146176229";
"830";"Северный административный округ";"Июль";"2021";"1868844288.01";"nested data";"1146176230";
"831";"Северо-Восточный административный округ";"Июль";"2021";"2089352145.39";"nested data";"1146176231";
"832";"Восточный административный округ";"Июль";"2021";"2254605501.78";"nested data";"1146176233";
"833";"Юго-Восточный административный округ";"Июль";"2021";"2197822168.28";"nested data";"1146176238";
"834";"Южный административный округ";"Июль";"2021";"2424279034.51";"nested data";"1146176259";
"835";"Юго-Западный административный округ";"Июль";"2021";"2267532512.21";"nested data";"1146176297";
"836";"Западный административный округ";"Июль";"2021";"1859895494.58";"nested data";"1146176335";
"837";"Северо-Западный административный округ";"Июль";"2021";"1326893335.99";"nested data";"1146176354";
"838";"Зеленоградский административный округ";"Июль";"2021";"437764090.5";"nested data";"1146176405";
"839";"Новомосковский административный округ";"Июль";"2021";"276360817.24";"nested data";"1146176425";
"840";"Троицкий административный округ";"Июль";"2021";"72993322.58";"nested data";"1146176437";
"841";"Центральный административный округ";"Август";"2021";"1381415073.39";"nested data";"1146176526";
"842";"Северный административный округ";"Август";"2021";"1838810555.73";"nested data";"1146176543";
"843";"Северо-Восточный административный округ";"Август";"2021";"2061663696.33";"nested data";"1146176579";
"844";"Восточный административный округ";"Август";"2021";"2219915833.92";"nested data";"1146176600";
"845";"Юго-Восточный административный округ";"Август";"2021";"2156187980.25";"nested data";"1146176646";
"846";"Южный административный округ";"Август";"2021";"2364620138.34";"nested data";"1146176677";
"847";"Юго-Западный административный округ";"Август";"2021";"2229220567.19";"nested data";"1146176695";
"848";"Западный административный округ";"Август";"2021";"1840364166.61";"nested data";"1146176738";
"849";"Северо-Западный административный округ";"Август";"2021";"1321095032.17";"nested data";"1146176774";
"850";"Зеленоградский административный округ";"Август";"2021";"436946995.48";"nested data";"1146176919";
"851";"Новомосковский административный округ";"Август";"2021";"276150417.76";"nested data";"1146176965";
"852";"Троицкий административный округ";"Август";"2021";"73956400.52";"nested data";"1146177011";
"853";"Центральный административный округ";"Сентябрь";"2021";"1374895973.6";"nested data";"1263035593";
"854";"Северный административный округ";"Сентябрь";"2021";"1841760633.26";"nested data";"1263035763";
"855";"Северо-Восточный административный округ";"Сентябрь";"2021";"2061991259.13";"nested data";"1263035924";
"856";"Восточный административный округ";"Сентябрь";"2021";"2217197270.21";"nested data";"1263036094";
"857";"Юго-Восточный административный округ";"Сентябрь";"2021";"2163169736.82";"nested data";"1263036485";
"858";"Южный административный округ";"Сентябрь";"2021";"2373801039.2";"nested data";"1263036583";
"859";"Юго-Западный административный округ";"Сентябрь";"2021";"2228300579.25";"nested data";"1263036680";
"860";"Западный административный округ";"Сентябрь";"2021";"1845286497.61";"nested data";"1263037430";
"861";"Северо-Западный административный округ";"Сентябрь";"2021";"1320956922.06";"nested data";"1263037510";
"862";"Зеленоградский административный округ";"Сентябрь";"2021";"445518338.06";"nested data";"1263037604";
"863";"Новомосковский административный округ";"Сентябрь";"2021";"299326980.73";"nested data";"1263037678";
"864";"Троицкий административный округ";"Сентябрь";"2021";"73687990.53";"nested data";"1263037744";
"865";"Центральный административный округ";"Октябрь";"2021";"1395232174.22";"nested data";"1263039996";
"866";"Северный административный округ";"Октябрь";"2021";"1887944077.03";"nested data";"1263040106";
"867";"Северо-Восточный административный округ";"Октябрь";"2021";"2110017177.27";"nested data";"1263040288";
"868";"Восточный административный округ";"Октябрь";"2021";"2272369924.08";"nested data";"1263040578";
"869";"Юго-Восточный административный округ";"Октябрь";"2021";"2228129402.6";"nested data";"1263040920";
"870";"Южный административный округ";"Октябрь";"2021";"2438527852.63";"nested data";"1263040997";
"871";"Юго-Западный административный округ";"Октябрь";"2021";"2269768675.93";"nested data";"1263041069";
"872";"Западный административный округ";"Октябрь";"2021";"1880068178.91";"nested data";"1263041156";
"874";"Северо-Западный административный округ";"Октябрь";"2021";"1351810423.17";"nested data";"1263041232";
"875";"Зеленоградский административный округ";"Октябрь";"2021";"449156805.42";"nested data";"1263041623";
"876";"Новомосковский административный округ";"Октябрь";"2021";"313912273.11";"nested data";"1263041716";
"877";"Троицкий административный округ";"Октябрь";"2021";"85280338.57";"nested data";"1263041802";
"878";"Центральный административный округ";"Ноябрь";"2021";"1426668016.12";"nested data";"1266502142";
"879";"Северный административный округ";"Ноябрь";"2021";"1927286097.15";"nested data";"1266502280";
"880";"Северо-Восточный административный округ";"Ноябрь";"2021";"2194908345.42";"nested data";"1266502307";
"881";"Восточный административный округ";"Ноябрь";"2021";"2293855992.73";"nested data";"1266504335";
"882";"Юго-Восточный административный округ";"Ноябрь";"2021";"2257691502.16";"nested data";"1266504463";
"883";"Южный административный округ";"Ноябрь";"2021";"2473828426.17";"nested data";"1266504602";
"884";"Юго-Западный административный округ";"Ноябрь";"2021";"2329885805.17";"nested data";"1266504767";
"885";"Западный административный округ";"Ноябрь";"2021";"1950134353.91";"nested data";"1266504859";
"886";"Северо-Западный административный округ";"Ноябрь";"2021";"1380015610.16";"nested data";"1266505132";
"887";"Зеленоградский административный округ";"Ноябрь";"2021";"451961863.71";"nested data";"1266506095";
"888";"Новомосковский административный округ";"Ноябрь";"2021";"312623837.69";"nested data";"1266506109";
"889";"Троицкий административный округ";"Ноябрь";"2021";"95400175.51";"nested data";"1266506121";
"890";"Центральный административный округ";"Декабрь";"2021";"1432572227.85";"nested data";"1508957373";
"891";"Северный административный округ";"Декабрь";"2021";"1946617008.52";"nested data";"1508957374";
"892";"Северо-Восточный административный округ";"Декабрь";"2021";"2192528529.74";"nested data";"1508975910";
"893";"Восточный административный округ";"Декабрь";"2021";"2305577158.28";"nested data";"1508975912";
"894";"Юго-Восточный административный округ";"Декабрь";"2021";"2335809214.44";"nested data";"1508975922";
"895";"Южный административный округ";"Декабрь";"2021";"2517687230.23";"nested data";"1508975934";
"896";"Юго-Западный административный округ";"Декабрь";"2021";"2326646565.03";"nested data";"1508975935";
"897";"Западный административный округ";"Декабрь";"2021";"1982538911.64";"nested data";"1508975936";
"898";"Северо-Западный административный округ";"Декабрь";"2021";"1409755027.14";"nested data";"1508975937";
"899";"Зеленоградский административный округ";"Декабрь";"2021";"454938163.64";"nested data";"1508975938";
"900";"Новомосковский административный округ";"Декабрь";"2021";"329060377.14";"nested data";"1508975939";
"901";"Троицкий административный округ";"Декабрь";"2021";"98363416.5";"nested data";"1508975940";
"902";"Центральный административный округ";"Январь";"2022";"1492389944.41";"nested data";"2278546933";
"903";"Северный административный округ";"Январь";"2022";"2031657126.33";"nested data";"2278546948";
"904";"Северо-Восточный административный округ";"Январь";"2022";"2266647975.82";"nested data";"2278546955";
"905";"Восточный административный округ";"Январь";"2022";"2403842504.77";"nested data";"2278547005";
"906";"Юго-Восточный административный округ";"Январь";"2022";"2382080321.82";"nested data";"2278547019";
"907";"Южный административный округ";"Январь";"2022";"2638675608.48";"nested data";"2278547053";
"908";"Юго-Западный административный округ";"Январь";"2022";"2429590677.32";"nested data";"2278547061";
"909";"Западный административный округ";"Январь";"2022";"2058312280.37";"nested data";"2278547080";
"910";"Северо-Западный административный округ";"Январь";"2022";"1462130928.92";"nested data";"2278547091";
"911";"Зеленоградский административный округ";"Январь";"2022";"473393813.9";"nested data";"2278547115";
"912";"Новомосковский административный округ";"Январь";"2022";"354408970.46";"nested data";"2278547120";
"913";"Троицкий административный округ";"Январь";"2022";"112047093.04";"nested data";"2278547125";
"914";"Центральный административный округ";"Февраль";"2022";"1503652101.24";"nested data";"2361382812";
"915";"Северный административный округ";"Февраль";"2022";"2073764710.45";"nested data";"2361382817";
"916";"Северо-Восточный административный округ";"Февраль";"2022";"2335932944.61";"nested data";"2361382818";
"917";"Восточный административный округ";"Февраль";"2022";"2499945382.9";"nested data";"2361382821";
"918";"Юго-Восточный административный округ";"Февраль";"2022";"2436136186.42";"nested data";"2361382822";
"919";"Южный административный округ";"Февраль";"2022";"2701177208.56";"nested data";"2361382824";
"920";"Юго-Западный административный округ";"Февраль";"2022";"2485107107.07";"nested data";"2361382831";
"921";"Западный административный округ";"Февраль";"2022";"2083965085.13";"nested data";"2361382832";
"922";"Северо-Западный административный округ";"Февраль";"2022";"1498049993.96";"nested data";"2361382834";
"923";"Зеленоградский административный округ";"Февраль";"2022";"486441831.79";"nested data";"2361382844";
"924";"Новомосковский административный округ";"Февраль";"2022";"356349187.87";"nested data";"2361382845";
"925";"Троицкий административный округ";"Февраль";"2022";"108736422.27";"nested data";"2361382846";
"926";"Центральный административный округ";"Март";"2022";"1501570468.92";"nested data";"2363396569";
"927";"Северный административный округ";"Март";"2022";"2047605129.45";"nested data";"2363396578";
"928";"Северо-Восточный административный округ";"Март";"2022";"2251848134.53";"nested data";"2363396595";
"929";"Восточный административный округ";"Март";"2022";"2478771497.15";"nested data";"2363397144";
"930";"Юго-Восточный административный округ";"Март";"2022";"2367870035.89";"nested data";"2363397155";
"931";"Южный административный округ";"Март";"2022";"2663842518.77";"nested data";"2363397192";
"932";"Юго-Западный административный округ";"Март";"2022";"2427952891.93";"nested data";"2363397201";
"933";"Западный административный округ";"Март";"2022";"2066907240.49";"nested data";"2363397203";
"934";"Северо-Западный административный округ";"Март";"2022";"1456534496.79";"nested data";"2363397206";
"935";"Зеленоградский административный округ";"Март";"2022";"487469518.52";"nested data";"2363397207";
"936";"Новомосковский административный округ";"Март";"2022";"352868120.79";"nested data";"2363397208";
"937";"Троицкий административный округ";"Март";"2022";"108370562.72";"nested data";"2363397209";
"938";"Центральный административный округ";"Апрель";"2022";"1459960987.87";"nested data";"2369438739";
"939";"Северный административный округ";"Апрель";"2022";"2007496444.06";"nested data";"2369438894";
"940";"Северо-Восточный административный округ";"Апрель";"2022";"2173291151.31";"nested data";"2369439000";
"941";"Восточный административный округ";"Апрель";"2022";"2417047164.76";"nested data";"2369439208";
"942";"Юго-Восточный административный округ";"Апрель";"2022";"2317502692.41";"nested data";"2369439380";
"943";"Южный административный округ";"Апрель";"2022";"2557492367.22";"nested data";"2369439613";
"944";"Юго-Западный административный округ";"Апрель";"2022";"2368674078.23";"nested data";"2369439784";
"945";"Западный административный округ";"Апрель";"2022";"2014784356.61";"nested data";"2369439907";
"946";"Северо-Западный административный округ";"Апрель";"2022";"1466129714.84";"nested data";"2369440069";
"947";"Зеленоградский административный округ";"Апрель";"2022";"471011346.32";"nested data";"2369440209";
"948";"Новомосковский административный округ";"Апрель";"2022";"339924129.68";"nested data";"2369440267";
"949";"Троицкий административный округ";"Апрель";"2022";"110210428.51";"nested data";"2369440375";
"950";"Центральный административный округ";"Май";"2022";"1458476253.55";"nested data";"2373222390";
"951";"Северный административный округ";"Май";"2022";"2011952426.27";"nested data";"2373222535";
"952";"Северо-Восточный административный округ";"Май";"2022";"2246248924.89";"nested data";"2373222539";
"953";"Восточный административный округ";"Май";"2022";"2432153608.11";"nested data";"2373222541";
"954";"Юго-Восточный административный округ";"Май";"2022";"2350764748.54";"nested data";"2373222583";
"955";"Южный административный округ";"Май";"2022";"2600430608.47";"nested data";"2373222585";
"956";"Юго-Западный административный округ";"Май";"2022";"2382314017.6";"nested data";"2373222587";
"957";"Западный административный округ";"Май";"2022";"2022036349.31";"nested data";"2373222637";
"958";"Северо-Западный административный округ";"Май";"2022";"1462974982.44";"nested data";"2373222739";
"959";"Зеленоградский административный округ";"Май";"2022";"478992691.6";"nested data";"2373222749";
"961";"Новомосковский административный округ";"Май";"2022";"334965944.76";"nested data";"2373222768";
"962";"Троицкий административный округ";"Май";"2022";"116762338.28";"nested data";"2373222793";
"963";"Центральный административный округ";"Июнь";"2022";"1466787337.45";"nested data";"2373337554";
"964";"Северный административный округ";"Июнь";"2022";"2021937652.64";"nested data";"2373337842";
"965";"Северо-Восточный административный округ";"Июнь";"2022";"2242074639.19";"nested data";"2373338046";
"966";"Восточный административный округ";"Июнь";"2022";"2408122391.74";"nested data";"2373338273";
"967";"Юго-Восточный административный округ";"Июнь";"2022";"2381231361.91";"nested data";"2373338466";
"968";"Южный административный округ";"Июнь";"2022";"2568191111.12";"nested data";"2373338703";
"969";"Юго-Западный административный округ";"Июнь";"2022";"2393282926.95";"nested data";"2373338853";
"970";"Западный административный округ";"Июнь";"2022";"1987063195.33";"nested data";"2373339015";
"971";"Северо-Западный административный округ";"Июнь";"2022";"1452676537.49";"nested data";"2373339205";
"972";"Зеленоградский административный округ";"Июнь";"2022";"475651910.21";"nested data";"2373339410";
"973";"Новомосковский административный округ";"Июнь";"2022";"329067025.44";"nested data";"2373339611";
"974";"Троицкий административный округ";"Июнь";"2022";"96808174.81";"nested data";"2373339713";
"975";"Центральный административный округ";"Июль";"2022";"1477779057.44";"nested data";"2379789312";
"976";"Северный административный округ";"Июль";"2022";"2036529025.74";"nested data";"2379789343";
"977";"Северо-Восточный административный округ";"Июль";"2022";"2270637851.02";"nested data";"2379789419";
"978";"Восточный административный округ";"Июль";"2022";"2433201892.64";"nested data";"2379789437";
"979";"Юго-Восточный административный округ";"Июль";"2022";"2402461399.76";"nested data";"2379789514";
"980";"Южный административный округ";"Июль";"2022";"2602064833.05";"nested data";"2379789689";
"981";"Юго-Западный административный округ";"Июль";"2022";"2402438165.01";"nested data";"2379789723";
"982";"Западный административный округ";"Июль";"2022";"1995558793.03";"nested data";"2379789915";
"983";"Северо-Западный административный округ";"Июль";"2022";"1454342323.29";"nested data";"2379789916";
"984";"Зеленоградский административный округ";"Июль";"2022";"473861827.65";"nested data";"2379789917";
"985";"Новомосковский административный округ";"Июль";"2022";"314722820.57";"nested data";"2379789924";
"986";"Троицкий административный округ";"Июль";"2022";"89513396.23";"nested data";"2379789925";
"987";"Центральный административный округ";"Август";"2022";"1500253073.74";"nested data";"2382306173";
"988";"Северный административный округ";"Август";"2022";"2085958364.82";"nested data";"2382306314";
"989";"Северо-Восточный административный округ";"Август";"2022";"2291611573.9";"nested data";"2382306321";
"990";"Восточный административный округ";"Август";"2022";"2425137491.53";"nested data";"2382306585";
"991";"Юго-Восточный административный округ";"Август";"2022";"2415659095.93";"nested data";"2382306736";
"992";"Южный административный округ";"Август";"2022";"2591427347.72";"nested data";"2382306975";
"993";"Юго-Западный административный округ";"Август";"2022";"2430385639.21";"nested data";"2382307115";
"994";"Западный административный округ";"Август";"2022";"2025809076.07";"nested data";"2382307373";
"995";"Северо-Западный административный округ";"Август";"2022";"1456701110.82";"nested data";"2382307557";
"996";"Зеленоградский административный округ";"Август";"2022";"474271467.54";"nested data";"2382307679";
"997";"Новомосковский административный округ";"Август";"2022";"353016926.63";"nested data";"2382307804";
"998";"Троицкий административный округ";"Август";"2022";"96016230.71";"nested data";"2382307811";
"999";"Центральный административный округ";"Сентябрь";"2022";"1485758137.79";"nested data";"2387418256";
"1000";"Северный административный округ";"Сентябрь";"2022";"2102746641.11";"nested data";"2387418258";
"1001";"Северо-Восточный административный округ";"Сентябрь";"2022";"2278305590.15";"nested data";"2387418261";
"1002";"Восточный административный округ";"Сентябрь";"2022";"2432624012.99";"nested data";"2387418264";
"1003";"Юго-Восточный административный округ";"Сентябрь";"2022";"2413754636.11";"nested data";"2387418266";
"1004";"Южный административный округ";"Сентябрь";"2022";"2596434232.61";"nested data";"2387418270";
"1005";"Юго-Западный административный округ";"Сентябрь";"2022";"2433446816.61";"nested data";"2387418271";
"1006";"Западный административный округ";"Сентябрь";"2022";"2035413297.09";"nested data";"2387418273";
"1007";"Северо-Западный административный округ";"Сентябрь";"2022";"1444754252.18";"nested data";"2387418275";
"1008";"Зеленоградский административный округ";"Сентябрь";"2022";"475962050.3";"nested data";"2387418277";
"1009";"Новомосковский административный округ";"Сентябрь";"2022";"344975045.62";"nested data";"2387418278";
"1010";"Троицкий административный округ";"Сентябрь";"2022";"90324406.1";"nested data";"2387418280";
"1011";"Центральный административный округ";"Октябрь";"2022";"1511403308.44";"nested data";"2392866358";
"1012";"Северный административный округ";"Октябрь";"2022";"2122626081.14";"nested data";"2392866431";
"1013";"Северо-Восточный административный округ";"Октябрь";"2022";"2313304556.6";"nested data";"2392866554";
"1014";"Восточный административный округ";"Октябрь";"2022";"2482811017.09";"nested data";"2392866654";
"1015";"Юго-Восточный административный округ";"Октябрь";"2022";"2481669174.43";"nested data";"2392866748";
"1016";"Южный административный округ";"Октябрь";"2022";"2660180493.66";"nested data";"2392866832";
"1017";"Юго-Западный административный округ";"Октябрь";"2022";"2471981766.29";"nested data";"2392867043";
"1018";"Западный административный округ";"Октябрь";"2022";"2062629679.04";"nested data";"2392867210";
"1019";"Северо-Западный административный округ";"Октябрь";"2022";"1478948091.03";"nested data";"2392867255";
"1020";"Зеленоградский административный округ";"Октябрь";"2022";"484951835.24";"nested data";"2392867380";
"1021";"Новомосковский административный округ";"Октябрь";"2022";"342273365.11";"nested data";"2392867486";
"1022";"Троицкий административный округ";"Октябрь";"2022";"100722152.68";"nested data";"2392867690";
"1023";"Центральный административный округ";"Ноябрь";"2022";"1525619546.67";"nested data";"2449291612";
"1024";"Северный административный округ";"Ноябрь";"2022";"2152014753.37";"nested data";"2449291733";
"1025";"Северо-Восточный административный округ";"Ноябрь";"2022";"2334580869.37";"nested data";"2449291880";
"1026";"Восточный административный округ";"Ноябрь";"2022";"2513290153.31";"nested data";"2449292015";
"1027";"Юго-Восточный административный округ";"Ноябрь";"2022";"2522689012.48";"nested data";"2449292147";
"1028";"Южный административный округ";"Ноябрь";"2022";"2695782079";"nested data";"2449292158";
"1029";"Юго-Западный административный округ";"Ноябрь";"2022";"2503354482.75";"nested data";"2449292179";
"1030";"Западный административный округ";"Ноябрь";"2022";"2101190082.74";"nested data";"2452485148";
"1031";"Северо-Западный административный округ";"Ноябрь";"2022";"1488369766.82";"nested data";"2452485149";
"1032";"Зеленоградский административный округ";"Ноябрь";"2022";"492227233.47";"nested data";"2452485150";
"1033";"Новомосковский административный округ";"Ноябрь";"2022";"357560460.92";"nested data";"2452485151";
"1034";"Троицкий административный округ";"Ноябрь";"2022";"117886736.81";"nested data";"2452485152";
"1035";"Центральный административный округ";"Декабрь";"2022";"1577877750.09";"nested data";"2497958021";
"1036";"Северный административный округ";"Декабрь";"2022";"2223048216.5";"nested data";"2497958022";
"1037";"Северо-Восточный административный округ";"Декабрь";"2022";"2434516577.9";"nested data";"2497958023";
"1038";"Восточный административный округ";"Декабрь";"2022";"2614470669.39";"nested data";"2497958025";
"1039";"Юго-Восточный административный округ";"Декабрь";"2022";"2602371255.74";"nested data";"2497958028";
"1040";"Южный административный округ";"Декабрь";"2022";"2810877810.97";"nested data";"2497958035";
"1041";"Юго-Западный административный округ";"Декабрь";"2022";"2598304797.24";"nested data";"2497958037";
"1042";"Западный административный округ";"Декабрь";"2022";"2167649486.38";"nested data";"2497958038";
"1043";"Северо-Западный административный округ";"Декабрь";"2022";"1544572415.65";"nested data";"2497958040";
"1044";"Зеленоградский административный округ";"Декабрь";"2022";"515754231.48";"nested data";"2497958056";
"1045";"Новомосковский административный округ";"Декабрь";"2022";"365725941.79";"nested data";"2497958069";
"1046";"Троицкий административный округ";"Декабрь";"2022";"125440138.98";"nested data";"2497958079";
"1047";"Центральный административный округ";"Январь";"2023";"1672841174.19";"nested data";"2536183511";
"1048";"Северный административный округ";"Январь";"2023";"2350549286.79";"nested data";"2536183530";
"1049";"Северо-Восточный административный округ";"Январь";"2023";"2620219682.23";"nested data";"2536183562";
"1050";"Восточный административный округ";"Январь";"2023";"2789436445.91";"nested data";"2536183587";
"1051";"Юго-Восточный административный округ";"Январь";"2023";"2730864730.36";"nested data";"2536183602";
"1052";"Южный административный округ";"Январь";"2023";"3032912599.08";"nested data";"2536183619";
"1053";"Юго-Западный административный округ";"Январь";"2023";"2773726690.7";"nested data";"2536183634";
"1054";"Западный административный округ";"Январь";"2023";"2346743990.73";"nested data";"2536183657";
"1055";"Северо-Западный административный округ";"Январь";"2023";"1664402676.46";"nested data";"2536183673";
"1056";"Зеленоградский административный округ";"Январь";"2023";"550629740.15";"nested data";"2536183680";
"1057";"Новомосковский административный округ";"Январь";"2023";"426787136.8";"nested data";"2536183698";
"1058";"Троицкий административный округ";"Январь";"2023";"135750184.38";"nested data";"2536183710";
"1059";"Центральный административный округ";"Февраль";"2023";"1670569499.59";"nested data";"2577710330";
"1060";"Северный административный округ";"Февраль";"2023";"2400462026.67";"nested data";"2577710552";
"1061";"Северо-Восточный административный округ";"Февраль";"2023";"2633155732.19";"nested data";"2577712337";
"1062";"Восточный административный округ";"Февраль";"2023";"2747319080.64";"nested data";"2577712501";
"1063";"Юго-Восточный административный округ";"Февраль";"2023";"2732745895.07";"nested data";"2577715378";
"1064";"Южный административный округ";"Февраль";"2023";"3008985946.13";"nested data";"2577789436";
"1065";"Юго-Западный административный округ";"Февраль";"2023";"2788771234.47";"nested data";"2577789743";
"1066";"Западный административный округ";"Февраль";"2023";"2383680362.24";"nested data";"2577790250";
"1067";"Северо-Западный административный округ";"Февраль";"2023";"1616758244.65";"nested data";"2577790434";
"1068";"Зеленоградский административный округ";"Февраль";"2023";"556174185.92";"nested data";"2577790570";
"1069";"Новомосковский административный округ";"Февраль";"2023";"435484658.71";"nested data";"2577790689";
"1070";"Троицкий административный округ";"Февраль";"2023";"154590625.48";"nested data";"2577790825";
"1071";"Центральный административный округ";"Март";"2023";"1680960450.37";"nested data";"2580692591";
"1072";"Северный административный округ";"Март";"2023";"2381542247.12";"nested data";"2580692659";
"1073";"Северо-Восточный административный округ";"Март";"2023";"2634209133.01";"nested data";"2580692737";
"1074";"Восточный административный округ";"Март";"2023";"2719724290.17";"nested data";"2580692824";
"1075";"Юго-Восточный административный округ";"Март";"2023";"2754391411.93";"nested data";"2580692917";
"1076";"Южный административный округ";"Март";"2023";"3004236625.03";"nested data";"2580693243";
"1077";"Юго-Западный административный округ";"Март";"2023";"2774200807.18";"nested data";"2580693329";
"1078";"Западный административный округ";"Март";"2023";"2356038612";"nested data";"2580693418";
"1079";"Северо-Западный административный округ";"Март";"2023";"1626987410.84";"nested data";"2580693695";
"1080";"Зеленоградский административный округ";"Март";"2023";"554765163.88";"nested data";"2580693775";
"1081";"Новомосковский административный округ";"Март";"2023";"433319248.86";"nested data";"2580693844";
"1082";"Троицкий административный округ";"Март";"2023";"143552134.05";"nested data";"2580694209";
"1083";"Центральный административный округ";"Апрель";"2023";"1679463889.27";"nested data";"2587696594";
"1084";"Северный административный округ";"Апрель";"2023";"2260320319.83";"nested data";"2587696748";
"1085";"Северо-Восточный административный округ";"Апрель";"2023";"2603688822.43";"nested data";"2587696887";
"1086";"Восточный административный округ";"Апрель";"2023";"2685368192.86";"nested data";"2587696996";
"1087";"Юго-Восточный административный округ";"Апрель";"2023";"2732243348.24";"nested data";"2587697152";
"1088";"Южный административный округ";"Апрель";"2023";"2975299003.4";"nested data";"2587697360";
"1089";"Юго-Западный административный округ";"Апрель";"2023";"2744846913.21";"nested data";"2587697587";
"1090";"Западный административный округ";"Апрель";"2023";"2314258855";"nested data";"2587697761";
"1091";"Северо-Западный административный округ";"Апрель";"2023";"1612576267.81";"nested data";"2587697945";
"1092";"Зеленоградский административный округ";"Апрель";"2023";"552834197.94";"nested data";"2587698129";
"1093";"Новомосковский административный округ";"Апрель";"2023";"446061449.72";"nested data";"2587698233";
"1094";"Троицкий административный округ";"Апрель";"2023";"141548282.92";"nested data";"2587698332";
